review,ac,air_panas,bau,general,kebersihan,linen,service,sunrise_meal,tv,wifi
"Terima Kasih atas Fasilitasnya. Kamar Mandi (Air Panas) Ok. Tempat Tidur Ok. Lemari Ok. AC Ok Snack Ok. Tempat Strategis, dekat swalayan & tempat makan. Parkir Motor ada, tapi sempit. Wifi Lumayan. TV Sinyal sering kabur. Alat Sholat kurang lengkap, hanya tersedia Sajadah. Pintu Gerbang Komplek buka jam 05:00 s/d 23:00 wib.",neut,pos,neut,neut,neut,pos,neut,neut,neg,pos
"Pelayanan baik, cuma cs sering tidak ditempat. Kamar bersih. TOP",neut,neut,neut,neut,neg,neut,pos,neut,neut,neut
"check in jam 7.30 malem, dikasih kamar 221 paling ujung jauh banget dari lift jd bumil tua yg lagi capek harus jalan lumayan jauh ke kamar. pas masuk kamar, kloset ga ada tutup dan ga ada lapisannya, jd kalo BAB/BAK pantat sakit. TV channel biasa dan wifi bad, air panas super lama panasnya, ac ga terlalu berasa. Nginep 2mlm, kapok.",neg,neg,neut,neut,neut,neut,neut,neut,neg,neg
bangunan lama dan bau apek.. tempat susah dicari,neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
"Sprei sm sarung bantal nggak diganti, air bau, kamar gak ada jendela",neut,neut,neg,neut,neut,neg,neut,neut,neut,neut
Saya dan rekan saya kecewa dengan keadaan kamar no. 16 fasilitas AC yg ada sangat sangat tidak berfungsi. Bahkan di luar kamar lebih dingin drpd d dalam kamar. Rekan saya pun akhirnya memilih tidur di dalam mobil.. Saya dan rekan tidak akan pernah menginap di Ananda lagi. Cukup. ,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"Waktu itu saya ada acara di hotel dekat bandara jadi saya memilih airy kubu anyar untuk tempat stay semalam karna strategis tempatnya. Waktu itu saya tidak mendapat kamar deluxe karna full. Jadi saya dapetnya yang standard room dilantai 2 . Untuk deluxe room ada dilantai 1.  sarung bantalnya mungkin harus di beli lagi yang baru karena sepertinya sudah lama sekali ini terlihat adanya bintik2 hitam kecil yang walaupun sudah dicuci masih membekas, dan sikat gigi yang disediakan walaupun masih terbungkus plastik ternyata sikatnya sudah seperti sikat bekas pakai terlihat adanya rambut kecil menempel disikat dan sikatnya bruntusan. Jadi saya merasa tidak nyaman dengan semua itu. Staf receptionisnya ramah dan sigap membantu.",neut,neut,neut,neut,neg,neg,pos,neut,neut,neut
"kualiatas airy smakin menurun, shower rusak, acnya ga dingin.",neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"bagus, namun showe air panas sedikit tidak berfungsi",neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"Internet hotspot butuh perbaikan lagi,,, selain itu sangat memuaskan.",neut,neut,neut,pos,neut,neut,neut,neut,neut,neg
lemarinya kamar ya tlg biar ga berdebu dan banyak remah remah bangunan,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"hotelnya sempit, ac nya panas, dan listriknya tatau mati jadi mau gamau harus ganti kamar. ",neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"bau kamarmandi kurang sedap, pelayanan apa adanya. tempat makan sangat jauh.",neut,neut,neg,neut,neut,neut,neg,neut,neut,neut
"semuanya oke, tapi kamarnya bau got. mungkin dr air atau gimana.",neut,neut,neg,pos,neut,neut,neut,neut,neut,neut
bersih tapi ac tidak dingin mesti di service lagi ,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
SANGAT BURUK!! sy dtg kesana mlm hari mala ky pengemis ga dibukakan pintu. di tlp pihaknya mala gada,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
bersih sih kamarnya tp maaf kamar mandinya kurang brsih ada bekas rambut dipembuangan airnya wastapelnya jg kotor ada rambutnya..,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"kamar bau, shower tidak bagus. pertama kali saya nginap disana. suasana kamar enak. tapi pas untuk kedua kali menginap disana suasana kamar tidak enak. apa mungkin karna saya ambil dengan potongan diskon makanya saya dapat kamar yg tidak bagus",neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
not good. tidak ramah pelayananya,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"bangunan tua, kasur tidak bersih, wifi tidak terjangkau di kmr, nilai plusnya dpt hrg murah promo dari airy...",neut,neut,neut,neut,neg,neg,neut,neut,neut,neg
Overall Bagus nyaman. Cuma ada barang saya yang tertinggal dan pihak hotel tidak bilang kalau barang tertinggal,neut,neut,neut,pos,neut,neut,neg,neut,neut,neut
Jaringan tvnya kurang jernih tapi semuanya bagus dan nyaman ,neut,neut,neut,pos,neut,neut,neut,neut,neg,neut
Kamar bersih ac dingin pelayannya ramah tapi yang kurang air panas kurang berfungsi halaman asri ,pos,neg,neut,neut,pos,neut,pos,neut,neut,neut
"kamarnya bersih, tp sayang wifinya tidak sampai kekamar dan tayangan televisinya burem(gambarnya tidak jernih hampir smua chanel)",neut,neut,neut,neut,pos,neut,neut,neut,neg,neg
"saya menginap untuk 4 malam di airy eco sleman jembatan merah, first impression saat masuk kedalam kamar adalah kecewa kamar tidak terlalu luas padahal sy pesan untuk family room, kamar mandi bau, room mate/keset kaki bau sekali, setiap hari saya minta di bersihkan, tapi toilet tetap dalam keadaan kotor/bau,semua sangat mengecewakan.",neut,neut,neg,neg,neg,neut,neut,neut,neut,neut
"lokasi bagus tengah kota.. kamar bersih hanya saja kamar mandi bau busuk, makanan bisa saja staf recepsionis tidak ramah, akses internet tidak ada dan kamar lt 3 tidak ada lift",neut,neut,neg,neut,pos,neut,neg,neg,neut,neg
"Kamar bersih,  rapih,  tapi kamar mandi suka bau tiba tiba.  Semoga kedepannya lebih baik.  Over all Oke ",neut,neut,neg,pos,pos,neut,neut,neut,neut,neut
"view oke lah,Ac nya jg dingin, kolam renang nya lumayan,  minus tidak ada air panas, tidak ada keset, tidak ada tempat sampah, seprei  nyuci nya tidak bersih. perbaiki lg kebersihan kamar nya . Thanks Airy , Over All sesuai harga lah ya.. ",pos,neg,neut,neut,neg,neg,neut,neut,neut,neut
"sayangnya fasilitas Hotel msi Kurang Lengkap... gak ada pemanas Air, toilet Sedikit Bau, view luar jendela sgt Kotor, sampah Plastik puntung Rokok  bahkan K*dom berserakan di luar jendela, n Sendal gak ada dgn alasan Soldout...",neut,neut,neg,neut,neg,neg,neut,neut,neut,neut
Wifinya kurang kenceng malah nggak dapet sama sekali. Terus pintu lemarinya suka copot,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"air shower nya tidak lancar, selimutnya agak apek, wifi tidak kenceng",neut,neut,neut,neut,neut,neg,neut,neut,neut,neg
"kebersihan kamar hotel baik, ac nya dingin, tempat tidur & selimut spreinya bersih dan nyaman. tapi, kamar mandinya krg bersih, wastafelnya mampet, untung ada air hangat buat mandi. keamanan hotel bagus, tempat parkir luas",pos,pos,neut,neut,neg,pos,neut,neut,neut,neut
"kamar tidak sesuai dengan harapan,ac sangat kotor,ubin terangkat jadi bahaya ketika terinjak,toilet ada kecoa........general cleaning harus berkala karna fasilitas sangat buruk",neg,neut,neut,neut,neg,neut,neut,neut,neut,neut
"nyaman, tenang, lumayan murah..hanya saja wifi dan tv perlu diperbaiki",neut,neut,neut,neut,neut,neut,neut,neut,neg,neg
ace nya cuma ga dingin,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
toilets kotor n g jln pool kotor sekli kayak kolam ikan wifi g ada tlp g bs d pakek all is bad,neut,neut,neut,neut,neg,neut,neut,neut,neut,neg
"Biasa saja. Kamar tidak bersih, gelap, bau serangga, dan banyak nyamuk",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Waktu CheckIn sampai ganti kamar 2 kali (Lantai Kotor, Seprai Lusuh & Bercak Merah, Meja debu tebal, Saluran Air mampet), Tidak ada Properti Airy di kamar (Bantal Biru), Perlu di review lg kerjasama Airy dengan Hotel ini. Pertama dan terakhir menginap disini.",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"kamarnya sempit, tidak ada air mineral dan snack khas airy, bantal airy pun tdk ada. receiptionistnya kurang ramah. jauuh berbeda dgn airy room yg harganya di bawah ini.",neut,neut,neut,neut,neut,neg,neg,neut,neut,neut
"View keren, alat mandi lengkap, cemilan+air minum ada, tapi kamer mandi ga terlalu bersih.. Seprei dan bed covernya sempet bau pesing, uda minta diganti tapi tetep bau meski ga pesing lagi.. Mohon diperhatikan.. Terima kasih airy ^^",neut,neut,neg,neut,neg,pos,neut,neut,neut,neut
"Kamar superior double nya tdk sesuai gambar, hot shower nya juga tdk ada.  Tks",neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"sedikit kecewa karna salah memberikan kamar, tidak ada nuansa kamar airyroom sma sekali. lain kali jngan sprti ini lgi yaa🙂",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"Kurang bersih, pelayanan juga kurang bagus",neut,neut,neut,neut,neg,neut,neg,neut,neut,neut
"Kamar bersih, nyaman. Hanya saja air panas tidak berfungsi saat saya menginap. Mohon diperbaiki.",neut,neg,neut,neut,pos,neut,neut,neut,neut,neut
kamar mandi bersih tapi kurang wangi,neut,neut,neg,neut,pos,neut,neut,neut,neut,neut
"pelayanan yang memuaskan bagai di rumah sendiri, ac harus sering di cuci agar dingin. ",neg,neut,neut,neut,neut,neut,pos,neut,neut,neut
kamar kotor dan ac panas . saya langsung checkout terimakasih,neg,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Tidak sesuai dengan foto, tidak ada meja & air panas",neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
Lokasi bagus tapi kamarnya kurang bersih.,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"air mati dr pagi smp sore, petugas msk tanpa ketuk pintu lbh dl..",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"Kamar nyaman, hanya staffnya di bawah berisik,",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
kamarnya kurang bersih,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"kamar kurang bersih, ada tikus didalam kamar sempat gigit jempol kaki saya",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
Wifi jelek ,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
Saluran AC yang ke kamar mandi tolong diperbaiki masalahnya gak enak banget lagi buang air kena tetesan air dari selang pembuangan ac. ,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"Hot water showernya gak ada, brand produk airy gak ada, snack dan tas paket alat mandi airy gak ada, kamarnya juga gak bersih",neut,neg,neut,neut,neg,neg,neut,neut,neut,neut
"Kamar berisik karena jetpump. AC tidak berfungsi dg baik, udara pengap dan panas..",neg,neut,neg,neut,neut,neut,neut,neut,neut,neut
"kamar kotor, tv tidak bisa, air minum tidak ada, ",neut,neut,neut,neut,neg,neg,neut,neut,neg,neut
"Kamarnya bersih dan unik, tapi sayang posisi tempat tidurnya diatas gitu, jd stiap ketinggalan barang harus naik dlu, trus kalau ke toilet hrus trun tangga. Naik turun tangganya bkin capek. Trus pas awal dtang AC g dingin trus tanya mba disana katanya rusak, tunggu service nya datang, pas tukang service datang ternyata AC nya g rusak.",neg,neut,neut,neut,pos,neut,neut,neut,neut,neut
kamar bersih & rapi..tapi sayang hot water nya nggak berfungsi dan suasananya gelap dan sepi..,neut,neg,neut,neut,pos,neut,neut,neut,neut,neut
Wifi gak berjalan terlalu baik.  Tapi overall bagus..  ,neut,neut,neut,pos,neut,neut,neut,neut,neut,neg
tidak ada cemilannya dan ruangannya tidak ada jendela,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"kamarnya cukup nyaman,  namun diharapkan pelayanan service diperbaiki saja,  overall is good",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
AC kurang dingin. Tapi lumayan lah.,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"baik dan memuaskan,msh krg 2jam waktu check in kami sdh boleh masuk kamar,namun pas kami br masuk kmr toiletnya (closed)msh Kotor. Dan keset dpn toilet jg kotor",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"Saya salah dikasih kamar, tidak ada handuk, gayung, airy pack, kasur tidak pakai sprei, lemari juga kotor. Kasurnya buat tidur bikin sakit dada, jadi saya pindah ke tempat lain. Diberi airy pack sudah jam 12 siang lewat. Not recommended.",neut,neut,neut,neut,neg,neg,neg,neut,neut,neut
"bersama teman2 menginap di beberapa kamar dengan Airy, ada handuk yg bau, lorong menuju kamar bau rokok, ada selimut yg kotor, ada bantal Airy biru bau keringat, tempat makan outdoor juga tidak bebas rokok padahal banyak anak-anak, wifi ok banget",neut,neut,neg,neut,neut,neg,neut,neut,neut,pos
Wifinya lemot but so far puas lah,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
yg berkesan ukuran kamarnya besar. yg perlu diperbaikin saluran ke tanki closet pipanya rusak. service pelayanan lebih ditingkatkan..,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"menurut saya hal yang paling menonjol di sini yaitu wifi yang super duper ngebut, lancar jaya. bed empuk sprei bersih. handuk wangi, tempat bersih, kecuali toilet sedikit kotor namun tidak jadi masalah. saluran telivisi masih sedikit. AC-nya tidak berasa. penilaian ptibadi saya 8,5/10",neg,neut,neut,neut,pos,pos,neut,neut,neg,pos
Breakfast Gak Jelas jam nya dan pas mau makanan gak ada makanan dan gak ada tamu yg makan untuk informasi tempat makan gak ada cuman ada meja makan saja dan informasiannya dibagian mana .terpaksa makan diluar ,neut,neut,neut,neut,neut,neut,neut,neg,neut,neut
lokasi strategis tapi kamar agak sempit dan sedikit kotor.....,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"kamar tidak di desain seperti digambar, seprai & selimut kusam bernoda tidak nyaman dilihat, snack & alat mandi tidak ada saat tamu datang, receptionist nya tidak ramah",neut,neut,neut,neut,neut,neg,neg,neut,neut,neut
"Kamarnya model hunian lama, kasurnya berdenyit-denyit. Sejak awal masuk kamar mandi tercium bau, seperti bau kencing tikus. Suasana hotel juga kurang nyaman.",neut,neut,neg,neut,neut,neg,neut,neut,neut,neut
"sy booking 2kmr hr sabtu, air mati shg tdk bs mandi maupun utk urusan kamar kecil. kamar mandi sangat kotor.  Ranjang baik, kebersihan kamar lumayan. prncahayaan ruangan kirang lampu.",neut,neg,neut,neut,neg,neut,neut,neut,neut,neut
"Hotel Tua, dapat kamar yang kuncinya rusak, kemudian dipindah ke kamar lain, ketel air rusak dan bau, kamar mandi tergenang air ",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"Untuk room dan fasilitas nya OK.. untuk staff nya very very bad.. ga ada senyum,, ga ada yg care,, proses c/o lama sekali,, trutama rcp yg bener tidak membantu sama sekali..",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"khas airy murah, Tp banyak bekas bercak2 di bantal dan kasur....bikin ga nyaman. dengan harga segitu kita juga ga berharap lebih, Tp ada baiknya kebesihan yg utama...",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"kamar mandinya kotor dan saluran airnya kesumbat jadi air ngenggenang dan meluap ke kamar, jadi bikin kamar banjir..",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Bersih..nyaman utk stay for a while..cuma air panas agak lama,mgkn krn bnyk yg pakai..Over all sudah bagus",neut,neg,neut,pos,neg,neut,neut,neut,neut,neut
sangat baik semuanya..wifi..ac semua bagus..cuma air panas kadang kurang panas,pos,neg,neut,pos,neut,neut,neut,neut,neut,pos
lumayan......tp u kebersihan kamar mandi msh kurang.spt tdk terawat.,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Kumuh dan kotor, kurang terawat",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
bau. kotor banyak semut,neut,neut,neg,neut,neg,neut,neut,neut,neut,neut
tidak ada snack di airy room nya,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"receiptíonist ilang2an, aturannya terlalu byk beserta denda2, proses check in dan check out ribet karena aturannya byk. kamar bersih tp Ac nya gk dingin",neg,neut,neut,neut,pos,neut,neg,neut,neut,neut
"masih ada rambut2 di seprai kasur, dan seprei kasur tidak bersih terdapat noda2..",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
Jika Wifi emang tidak ada..  Jgn di buat ada.. Lt 4 ribut..  Mungkin ada keluarga atau apalah.. Kmar gede..  ,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
warnai seprai tidak bersih..dan lingkungan kotor.. handuk hrs diminta dulu..itupun dikasih satu..padahal ada 2 orang. dan pelayanan kurang ramah.,neut,neut,neut,neut,neg,neg,neg,neut,neut,neut
kamarnya lumayan tetapi wifi nya ga bs digunakan...,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
nyaman cuma kamar mandii bauu,neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
"so far bagus, puas tp sayang wifinya tdk gratis, hrs beli vocher dulu. dapet lantai 3 capek naik turun tangga.",neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
Cuma air panasnya yg bermasalah...air panas di shower lbh dingin n lbh ga jls di banding di wastafel,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"wifi mati, sarapan kurang enak, kamar mandi kotor & bau tidak sedap",neut,neut,neg,neut,neg,neut,neut,neg,neut,neg
"kamar mandi kotor, ",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
keluarga ketinggalan kacamata baca tetapi baru beberapa jam kemudian kami datangi kembali info yg kami dpt justru sangat mengecewakan bahwa kacamata tersebut sudah dibuang...hal ini yg sangat disesalkan sekali bukannya disimpan terlebih dahulu ,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"Tempat tidurnya aja yg nyaman, kmr mandi kotor, saluran air buntu, info dari receptionist plin plan",neut,neut,neut,neut,neg,pos,neg,neut,neut,neut
"Wkt prtama kali msk lantainya basah bgt padahal checkin sore sekitar jam 4 atau set 5. Trs wkt msk toilet dan nyalain showernya untuk buang air kcl ga nyala,malah bocor kemana mana kena celana. kemudian gakdapet anduk dan selimut! Tv nya jg burem banyak semutnya. Kecewa....",neut,neut,neut,neut,neut,neg,neut,neut,neg,neut
wifi nya aja diperbaiki tolong dan air panasnya terlalu panassssssss,neut,neg,neut,neut,neut,neut,neut,neut,neut,neg
"Kebersihan kurang, kamar masih ada bau pengap, & kamar mandi jg masih agak bau. Kelebihannya deket dgn sentra kuliner.",neut,neut,neg,neut,neg,neut,neut,neut,neut,neut
"Tolong jika hotel sedang di renovasi jangan 'dijual' dl, Pihak airy sebaiknya mengecek , evaluasi dan monitoring hotel2 yang bekerjasama dengan airy. Hotel ini -karena adanya aktivitas tenovasi- jd kotor dan berdebu, mulai dari lobby, tangga sampai ke koridor dpn kamar. Apalagi kondisi tangganya yang kotor, kusam dan berdebu dan seram",neut,neut,neut,neut,neg,neut,neg,neut,neut,neut
"horor, lampunya satunya mati, bau pengap, tv nya tiba2 mati sendiri",neut,neut,neg,neut,neut,neut,neut,neut,neg,neut
bagus kamar agak lembab kamar mandi sedikit kutang terawat ada injil didalamnya utk yg muslim jgn terkejut makanan insha Allah halal,neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
Kamar bau shower rusak washtafle rusak pengap kotor,neut,neut,neg,neut,neg,neut,neut,neut,neut,neut
"Lokasi strategis, cuma ada jam malam. Jalan di portal di atas jam 10 malam. Ini menginap yang kesekian kali. Cuma yang terakhir agak mengecewakan. Karena AC mati, jadi panas sekali. Handuk dan perlengkapan mandi cuma satu, padahal harusnya dua. harus minta dulu baru dikasi. Wifi nya mati. Remote TV mati, ganti chanel ga bisa, karena TV ga ada tombol manualnya. sebelumnya ok-ok saja disana. tp pengalaman terakhir mengecewakan.",neg,neut,neut,neg,neut,neg,neut,neut,neg,neg
"Menginap di airy room selalu berkesan. Staff ramah, pelayanan prima dan kolam renang y yg membuat anak2 betah berlama2 disini. Utk room bersih, nyaman, tidak terlalu luas tp jg tidak terlalu sempit karena masih bisa space ekstra bed. Kamar mandi luas, cm agak sedikit bau tak sedap. Wifi room ok banget. Over all ok banget airy room",neut,neut,neg,pos,pos,neut,pos,neut,neut,pos
tidak ada selimut. kamar mandi kotor,neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"Sedang istirahat, kamar tiba2 di buka pake acces oleh petugas hotel, dengan alasan salah cek kamar, sehingga privasi saya terganggu. Harusnya kalau memang cek kamar haruslah ada SOP nya/ ada daftar list kamar yang sdh terisi, jadi tidak main masuk kamar tanpa ketuk pintu dahulu. sangat mengecewakan dan tdk profesional sekali menanganinya.",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
